PersonID,Event,Timestamp,Weather,Temp,Wind,Humidity,NumDailyExits,Date,Hour,Minute,DayOfWeek,TimeOfDay,WeatherCat,TimeToNextExit
abdulmalik,Exit,2017-01-11 07:52:55.462132,Sunny ,24,11,39.0,2,2017-01-11,7,52,2,morning,Clear,5.566666666666666
abdulmalik,Enter,2017-01-11 13:26:18.700244,Sunny ,24,11,39.0,2,2017-01-11,13,26,2,afternoon,Clear,1.05
abdulmalik,Exit,2017-01-11 14:29:38.849629,Sunny ,24,11,39.0,2,2017-01-11,14,29,2,afternoon,Clear,0.5166666666666667
abdulmalik,Exit,2017-01-14 14:00:32.960012,Clear ,12,11,38.0,1,2017-01-14,14,0,5,afternoon,Clear,2.3
abdulmalik,Enter,2017-01-14 16:18:49.287651,Clear ,12,11,38.0,1,2017-01-14,16,18,5,afternoon,Clear,24.133333333333333
abdulmalik,Exit,2017-01-15 16:26:15.406337,Passing clouds ,10,9,47.0,1,2017-01-15,16,26,6,afternoon,Cloudy,2.9166666666666665
abdulmalik,Enter,2017-01-15 19:21:50.963788,Passing clouds ,10,9,47.0,1,2017-01-15,19,21,6,evening,Cloudy,19.266666666666666
abdulmalik,Exit,2017-01-16 14:37:32.210220,Sunny ,15,20,55.0,1,2017-01-16,14,37,0,afternoon,Clear,1.1666666666666667
abdulmalik,Enter,2017-01-16 15:47:26.601541,Sunny ,15,20,55.0,1,2017-01-16,15,47,0,afternoon,Clear,21.433333333333337
abdulmalik,Exit,2017-01-17 13:13:13.979475,Sunny ,9,7,71.0,1,2017-01-17,13,13,1,afternoon,Clear,1.6333333333333333
abdulmalik,Enter,2017-01-17 14:51:26.747565,Sunny ,9,7,71.0,1,2017-01-17,14,51,1,afternoon,Clear,24.016666666666666
abdulmalik,Exit,2017-01-18 14:52:22.982894,Clear ,12,6,63.0,2,2017-01-18,14,52,2,afternoon,Clear,1.85
abdulmalik,Enter,2017-01-18 16:43:20.398375,Clear ,12,6,63.0,2,2017-01-18,16,43,2,afternoon,Clear,2.533333333333333
abdulmalik,Exit,2017-01-18 19:15:51.488852,Clear ,12,6,63.0,2,2017-01-18,19,15,2,evening,Clear,1.9
abdulmalik,Enter,2017-01-18 21:09:09.340456,Clear ,12,6,63.0,2,2017-01-18,21,9,2,night,Clear,17.816666666666666
abdulmalik,Exit,2017-01-19 14:58:31.208520,Clear ,20,9,64.0,1,2017-01-19,14,58,3,afternoon,Clear,2.3
abdulmalik,Enter,2017-01-19 17:16:56.326062,Clear ,20,9,64.0,1,2017-01-19,17,16,3,evening,Clear,13.733333333333333
abdulmalik,Exit,2017-01-20 07:00:26.481794,Clear ,17,15,45.0,2,2017-01-20,7,0,4,morning,Clear,5.683333333333334
abdulmalik,Enter,2017-01-20 12:41:11.076767,Clear ,17,15,45.0,2,2017-01-20,12,41,4,afternoon,Clear,2.35
abdulmalik,Exit,2017-01-20 15:02:16.691311,Clear ,17,15,45.0,2,2017-01-20,15,2,4,afternoon,Clear,2.15
abdulmalik,Enter,2017-01-20 17:11:12.716350,Clear ,17,15,45.0,2,2017-01-20,17,11,4,evening,Clear,47.06666666666667
abdulmalik,Exit,2017-01-22 16:15:46.740711,Sunny ,21,24,33.0,1,2017-01-22,16,15,6,afternoon,Clear,2.0
abdulmalik,Enter,2017-01-22 18:15:00.554330,Sunny ,21,24,33.0,1,2017-01-22,18,15,6,evening,Clear,13.25
abdulmalik,Exit,2017-01-23 07:30:18.060733,Sunny ,15,11,42.0,1,2017-01-23,7,30,0,morning,Clear,5.8
abdulmalik,Enter,2017-01-23 13:18:06.794660,Sunny ,15,11,42.0,1,2017-01-23,13,18,0,afternoon,Clear,17.5
abdulmalik,Exit,2017-01-24 06:48:02.782845,Clear ,12,0,44.0,1,2017-01-24,6,48,1,morning,Clear,4.55
abdulmalik,Enter,2017-01-24 11:21:31.747544,Clear ,12,0,44.0,1,2017-01-24,11,21,1,morning,Clear,20.15
abdulmalik,Exit,2017-01-25 07:30:46.153634,Clear ,3,0,70.0,2,2017-01-25,7,30,2,morning,Clear,5.2
abdulmalik,Enter,2017-01-25 12:42:16.144722,Clear ,3,0,70.0,2,2017-01-25,12,42,2,afternoon,Clear,1.5
abdulmalik,Exit,2017-01-25 14:12:02.724619,Clear ,3,0,70.0,2,2017-01-25,14,12,2,afternoon,Clear,1.4833333333333334
abdulmalik,Enter,2017-01-25 15:41:48.862450,Clear ,3,0,70.0,2,2017-01-25,15,41,2,afternoon,Clear,22.55
abdulmalik,Exit,2017-01-26 14:14:21.714101,Sunny ,11,11,54.0,3,2017-01-26,14,14,3,afternoon,Clear,1.7333333333333334
abdulmalik,Enter,2017-01-26 15:58:46.039793,Sunny ,11,11,54.0,3,2017-01-26,15,58,3,afternoon,Clear,0.1
abdulmalik,Exit,2017-01-26 16:04:16.585047,Sunny ,11,11,54.0,3,2017-01-26,16,4,3,afternoon,Clear,1.5
abdulmalik,Enter,2017-01-26 17:34:45.569836,Sunny ,11,11,54.0,3,2017-01-26,17,34,3,evening,Clear,0.1833333333333333
abdulmalik,Exit,2017-01-26 17:45:28.027787,Sunny ,11,11,54.0,3,2017-01-26,17,45,3,evening,Clear,1.9166666666666667
abdulmalik,Enter,2017-01-26 19:40:54.587735,Sunny ,11,11,54.0,3,2017-01-26,19,40,3,evening,Clear,11.516666666666667
abdulmalik,Exit,2017-01-27 07:11:02.044928,Sunny ,22,32,44.0,1,2017-01-27,7,11,4,morning,Clear,6.016666666666667
abdulmalik,Exit,2017-01-29 16:25:18.929975,Clear ,13,15,47.0,1,2017-01-29,16,25,6,afternoon,Clear,1.7666666666666666
abdulmalik,Enter,2017-01-29 18:11:04.311724,Clear ,13,15,47.0,1,2017-01-29,18,11,6,evening,Clear,13.183333333333334
abdulmalik,Exit,2017-01-30 07:22:05.252802,Sunny ,19,20,37.0,2,2017-01-30,7,22,0,morning,Clear,4.283333333333333
abdulmalik,Enter,2017-01-30 11:39:41.890592,Sunny ,19,20,37.0,2,2017-01-30,11,39,0,morning,Clear,5.0
abdulmalik,Exit,2017-01-30 16:39:57.138739,Sunny ,19,20,37.0,2,2017-01-30,16,39,0,afternoon,Clear,1.4666666666666666
abdulmalik,Enter,2017-01-30 18:07:35.375044,Sunny ,19,20,37.0,2,2017-01-30,18,7,0,evening,Clear,13.233333333333333
abdulmalik,Exit,2017-01-31 07:21:09.699286,Clear ,14,20,44.0,1,2017-01-31,7,21,1,morning,Clear,3.1166666666666667
abdulmalik,Enter,2017-01-31 10:28:59.170312,Clear ,14,20,44.0,1,2017-01-31,10,28,1,morning,Clear,21.15
abdulmalik,Exit,2017-02-01 07:37:14.702700,Clear ,11,19,47.0,2,2017-02-01,7,37,2,morning,Clear,4.916666666666667
abdulmalik,Enter,2017-02-01 12:32:50.980821,Clear ,11,19,47.0,2,2017-02-01,12,32,2,afternoon,Clear,1.9833333333333336
abdulmalik,Exit,2017-02-01 14:31:25.858078,Clear ,11,19,47.0,2,2017-02-01,14,31,2,afternoon,Clear,2.7
abdulmalik,Enter,2017-02-01 17:13:46.248116,Clear ,11,19,47.0,2,2017-02-01,17,13,2,evening,Clear,14.466666666666669
abdulmalik,Exit,2017-02-02 07:41:48.564004,Sunny ,12,19,30.0,1,2017-02-02,7,41,3,morning,Clear,5.7
abdulmalik,Enter,2017-02-02 13:23:53.805303,Sunny ,12,19,30.0,1,2017-02-02,13,23,3,afternoon,Clear,17.9
abdulmalik,Exit,2017-02-03 07:17:10.077715,Clear ,3,13,41.0,1,2017-02-03,7,17,4,morning,Clear,4.5
abdulmalik,Exit,2017-02-05 15:14:30.534491,Partly sunny ,19,19,19.0,1,2017-02-05,15,14,6,afternoon,Clear,2.35
abdulmalik,Enter,2017-02-05 17:35:05.495768,Partly sunny ,19,19,19.0,1,2017-02-05,17,35,6,evening,Clear,13.333333333333334
abdulmalik,Exit,2017-02-06 06:55:30.625166,Partly sunny ,18,19,24.0,2,2017-02-06,6,55,0,morning,Clear,5.716666666666667
abdulmalik,Enter,2017-02-06 12:38:16.558722,Partly sunny ,18,19,24.0,2,2017-02-06,12,38,0,afternoon,Clear,6.966666666666667
abdulmalik,Exit,2017-02-06 19:36:13.007970,Partly sunny ,18,19,24.0,2,2017-02-06,19,36,0,evening,Clear,1.3
abdulmalik,Enter,2017-02-06 20:54:47.087566,Partly sunny ,18,19,24.0,2,2017-02-06,20,54,0,evening,Clear,10.316666666666666
abdulmalik,Exit,2017-02-07 07:13:48.582202,Clear ,8,7,62.0,3,2017-02-07,7,13,1,morning,Clear,5.166666666666667
abdulmalik,Enter,2017-02-07 12:23:18.350997,Clear ,8,7,62.0,3,2017-02-07,12,23,1,afternoon,Clear,1.9333333333333331
abdulmalik,Exit,2017-02-07 14:19:14.957917,Clear ,8,7,62.0,3,2017-02-07,14,19,1,afternoon,Clear,2.533333333333333
abdulmalik,Enter,2017-02-07 16:51:39.840407,Clear ,8,7,62.0,3,2017-02-07,16,51,1,afternoon,Clear,2.7666666666666666
abdulmalik,Exit,2017-02-07 19:37:54.147115,Clear ,8,7,62.0,3,2017-02-07,19,37,1,evening,Clear,1.2
abdulmalik,Enter,2017-02-07 20:49:12.758516,Clear ,8,7,62.0,3,2017-02-07,20,49,1,evening,Clear,10.516666666666667
abdulmalik,Exit,2017-02-08 07:20:48.711731,Clear ,19,30,37.0,1,2017-02-08,7,20,2,morning,Clear,5.4
abdulmalik,Enter,2017-02-08 12:44:06.540306,Clear ,19,30,37.0,1,2017-02-08,12,44,2,afternoon,Clear,18.533333333333335
abdulmalik,Exit,2017-02-09 07:16:51.702786,Clear ,16,20,42.0,1,2017-02-09,7,16,3,morning,Clear,6.25
abdulmalik,Enter,2017-02-09 13:31:21.758251,Clear ,16,20,42.0,1,2017-02-09,13,31,3,afternoon,Clear,18.133333333333333
abdulmalik,Exit,2017-02-10 07:39:56.934214,Clear ,12,7,47.0,1,2017-02-10,7,39,4,morning,Clear,4.733333333333333
abdulmalik,Enter,2017-02-10 12:23:57.879425,Clear ,12,7,47.0,1,2017-02-10,12,23,4,afternoon,Clear,27.05
abdulmalik,Exit,2017-02-11 15:26:29.276543,Passing clouds ,13,13,55.0,1,2017-02-11,15,26,5,afternoon,Cloudy,2.3333333333333335
abdulmalik,Enter,2017-02-11 17:46:30.736447,Passing clouds ,13,13,55.0,1,2017-02-11,17,46,5,evening,Cloudy,37.483333333333334
abdulmalik,Exit,2017-02-13 07:15:00.641833,Sunny ,22,13,31.0,1,2017-02-13,7,15,0,morning,Clear,6.866666666666666
abdulmalik,Enter,2017-02-13 14:07:34.789535,Sunny ,22,13,31.0,1,2017-02-13,14,7,0,afternoon,Clear,18.6
abdulmalik,Exit,2017-02-14 08:43:47.301063,Partly sunny ,23,26,33.0,2,2017-02-14,8,43,1,morning,Clear,5.05
abdulmalik,Enter,2017-02-14 13:46:39.611320,Partly sunny ,23,26,33.0,2,2017-02-14,13,46,1,afternoon,Clear,1.4166666666666667
abdulmalik,Exit,2017-02-14 15:11:37.826075,Partly sunny ,23,26,33.0,2,2017-02-14,15,11,1,afternoon,Clear,0.85
abdulmalik,Enter,2017-02-14 16:02:15.746768,Partly sunny ,23,26,33.0,2,2017-02-14,16,2,1,afternoon,Clear,15.533333333333331
abdulmalik,Exit,2017-02-15 07:34:33.608510,Scattered clouds ,24,15,39.0,1,2017-02-15,7,34,2,morning,Cloudy,4.466666666666667
abdulmalik,Enter,2017-02-15 12:02:23.149798,Scattered clouds ,24,15,39.0,1,2017-02-15,12,2,2,afternoon,Cloudy,19.066666666666663
abdulmalik,Exit,2017-02-16 07:06:46.379030,Passing clouds ,19,15,40.0,1,2017-02-16,7,6,3,morning,Cloudy,5.6
abdulmalik,Enter,2017-02-16 12:42:06.788763,Passing clouds ,19,15,40.0,1,2017-02-16,12,42,3,afternoon,Cloudy,18.166666666666668
abdulmalik,Exit,2017-02-17 06:52:25.877971,Passing clouds ,12,22,54.0,1,2017-02-17,6,52,4,morning,Cloudy,4.95
abdulmalik,Enter,2017-02-17 11:49:58.482818,Passing clouds ,12,22,54.0,1,2017-02-17,11,49,4,morning,Cloudy,27.933333333333337
abdulmalik,Exit,2017-02-18 15:45:37.969433,Sunny ,11,19,32.0,1,2017-02-18,15,45,5,afternoon,Clear,2.283333333333333
abdulmalik,Enter,2017-02-18 18:02:25.180111,Sunny ,11,19,32.0,1,2017-02-18,18,2,5,evening,Clear,22.083333333333332
abdulmalik,Exit,2017-02-19 16:07:47.681639,Clear ,11,13,22.0,1,2017-02-19,16,7,6,afternoon,Clear,2.45
abdulmalik,Enter,2017-02-19 18:34:31.572069,Clear ,11,13,22.0,1,2017-02-19,18,34,6,evening,Clear,12.133333333333333
abdulmalik,Exit,2017-02-20 06:42:51.186221,Clear ,9,11,27.0,1,2017-02-20,6,42,0,morning,Clear,5.383333333333334
abdulmalik,Enter,2017-02-20 12:05:23.821410,Clear ,9,11,27.0,1,2017-02-20,12,5,0,afternoon,Clear,19.316666666666663
abdulmalik,Exit,2017-02-21 07:24:27.388714,Sunny ,26,15,34.0,2,2017-02-21,7,24,1,morning,Clear,4.966666666666667
abdulmalik,Enter,2017-02-21 12:22:40.538500,Sunny ,26,15,34.0,2,2017-02-21,12,22,1,afternoon,Clear,4.583333333333333
abdulmalik,Exit,2017-02-21 16:57:20.994241,Sunny ,26,15,34.0,2,2017-02-21,16,57,1,afternoon,Clear,1.7166666666666666
abdulmalik,Enter,2017-02-21 18:40:40.859748,Sunny ,26,15,34.0,2,2017-02-21,18,40,1,evening,Clear,12.716666666666669
abdulmalik,Exit,2017-02-22 07:23:52.808774,Clear ,19,7,46.0,2,2017-02-22,7,23,2,morning,Clear,5.816666666666666
abdulmalik,Enter,2017-02-22 13:12:23.852825,Clear ,19,7,46.0,2,2017-02-22,13,12,2,afternoon,Clear,1.1666666666666667
abdulmalik,Exit,2017-02-22 14:22:26.226812,Clear ,19,7,46.0,2,2017-02-22,14,22,2,afternoon,Clear,2.566666666666667
abdulmalik,Enter,2017-02-22 16:56:29.230154,Clear ,19,7,46.0,2,2017-02-22,16,56,2,afternoon,Clear,14.683333333333334
abdulmalik,Exit,2017-02-23 07:37:47.645634,Sunny ,22,35,27.0,1,2017-02-23,7,37,3,morning,Clear,2.9166666666666665
abdulmalik,Enter,2017-02-23 10:32:58.772698,Sunny ,22,35,27.0,1,2017-02-23,10,32,3,morning,Clear,21.133333333333333
abdulmalik,Exit,2017-02-24 07:40:30.741148,Scattered clouds ,12,15,88.0,1,2017-02-24,7,40,4,morning,Cloudy,3.55
abdulmalik,Exit,2017-02-27 06:56:33.758865,Clear ,12,7,30.0,1,2017-02-27,6,56,0,morning,Clear,5.4
abdulmalik,Enter,2017-02-27 12:20:17.147646,Clear ,12,7,30.0,1,2017-02-27,12,20,0,afternoon,Clear,18.783333333333335
abdulmalik,Exit,2017-02-28 07:07:54.606768,Sunny ,26,20,30.0,1,2017-02-28,7,7,1,morning,Clear,4.133333333333334
abdulmalik,Enter,2017-02-28 11:15:31.684087,Sunny ,26,20,30.0,1,2017-02-28,11,15,1,morning,Clear,19.683333333333337
abdulmalik,Exit,2017-03-01 06:56:49.158195,Scattered clouds ,18,15,46.0,2,2017-03-01,6,56,2,morning,Cloudy,3.8833333333333337
abdulmalik,Enter,2017-03-01 10:49:40.216736,Scattered clouds ,18,15,46.0,2,2017-03-01,10,49,2,morning,Cloudy,5.133333333333334
abdulmalik,Exit,2017-03-01 15:57:50.071138,Scattered clouds ,18,15,46.0,2,2017-03-01,15,57,2,afternoon,Cloudy,1.7166666666666666
abdulmalik,Enter,2017-03-01 17:40:53.870108,Scattered clouds ,18,15,46.0,2,2017-03-01,17,40,2,evening,Cloudy,13.95
abdulmalik,Exit,2017-03-02 07:37:37.301743,Sunny ,25,9,44.0,2,2017-03-02,7,37,3,morning,Clear,4.583333333333333
abdulmalik,Enter,2017-03-02 12:12:36.329821,Sunny ,25,9,44.0,2,2017-03-02,12,12,3,afternoon,Clear,1.55
abdulmalik,Exit,2017-03-02 13:45:00.573540,Sunny ,25,9,44.0,2,2017-03-02,13,45,3,afternoon,Clear,1.1666666666666667
abdulmalik,Enter,2017-03-02 14:55:24.635934,Sunny ,25,9,44.0,2,2017-03-02,14,55,3,afternoon,Clear,16.716666666666665
abdulmalik,Exit,2017-03-03 07:38:02.991683,Partly sunny ,25,22,42.0,2,2017-03-03,7,38,4,morning,Clear,5.416666666666667
abdulmalik,Enter,2017-03-03 13:03:45.695014,Partly sunny ,25,22,42.0,2,2017-03-03,13,3,4,afternoon,Clear,5.033333333333333
abdulmalik,Exit,2017-03-03 18:05:47.576402,Partly sunny ,25,22,42.0,2,2017-03-03,18,5,4,evening,Clear,2.3
abdulmalik,Enter,2017-03-03 20:23:55.776155,Partly sunny ,25,22,42.0,2,2017-03-03,20,23,4,evening,Clear,16.283333333333335
abdulmalik,Exit,2017-03-04 12:40:15.341029,Sunny ,28,11,42.0,2,2017-03-04,12,40,5,afternoon,Clear,1.45
abdulmalik,Enter,2017-03-04 14:07:27.350366,Sunny ,28,11,42.0,2,2017-03-04,14,7,5,afternoon,Clear,1.0833333333333333
abdulmalik,Exit,2017-03-04 15:12:05.286300,Sunny ,28,11,42.0,2,2017-03-04,15,12,5,afternoon,Clear,2.2333333333333334
abdulmalik,Enter,2017-03-04 17:26:07.815311,Sunny ,28,11,42.0,2,2017-03-04,17,26,5,evening,Clear,36.88333333333333
abdulmalik,Exit,2017-03-06 06:19:44.825240,Sunny ,17,19,56.0,1,2017-03-06,6,19,0,morning,Clear,7.2
abdulmalik,Enter,2017-03-06 13:31:23.111510,Sunny ,17,19,56.0,1,2017-03-06,13,31,0,afternoon,Clear,17.916666666666668
abdulmalik,Exit,2017-03-07 07:26:47.116060,Sunny ,28,9,37.0,2,2017-03-07,7,26,1,morning,Clear,6.05
abdulmalik,Enter,2017-03-07 13:29:24.324080,Sunny ,28,9,37.0,2,2017-03-07,13,29,1,afternoon,Clear,1.9166666666666667
abdulmalik,Exit,2017-03-07 15:24:56.147403,Sunny ,28,9,37.0,2,2017-03-07,15,24,1,afternoon,Clear,2.0833333333333335
abdulmalik,Enter,2017-03-07 17:29:33.578074,Sunny ,28,9,37.0,2,2017-03-07,17,29,1,evening,Clear,13.6
abdulmalik,Exit,2017-03-08 07:05:35.737040,Sunny ,23,15,41.0,1,2017-03-08,7,5,2,morning,Clear,3.433333333333333
abdulmalik,Enter,2017-03-08 10:31:10.648553,Sunny ,23,15,41.0,1,2017-03-08,10,31,2,morning,Clear,21.183333333333337
abdulmalik,Exit,2017-03-09 07:42:19.367549,Sunny ,26,24,30.0,1,2017-03-09,7,42,3,morning,Clear,5.583333333333333
abdulmalik,Enter,2017-03-09 13:17:56.683422,Sunny ,26,24,30.0,1,2017-03-09,13,17,3,afternoon,Clear,18.383333333333333
abdulmalik,Exit,2017-03-10 07:40:51.306521,Passing clouds ,27,24,34.0,2,2017-03-10,7,40,4,morning,Cloudy,2.7666666666666666
abdulmalik,Enter,2017-03-10 10:26:43.651980,Passing clouds ,27,24,34.0,2,2017-03-10,10,26,4,morning,Cloudy,6.1
abdulmalik,Exit,2017-03-10 16:32:44.180958,Passing clouds ,27,24,34.0,2,2017-03-10,16,32,4,afternoon,Cloudy,1.4833333333333334
abdulmalik,Enter,2017-03-10 18:01:32.858071,Passing clouds ,27,24,34.0,2,2017-03-10,18,1,4,evening,Cloudy,22.933333333333337
abdulmalik,Exit,2017-03-11 16:57:20.227822,Low level haze ,29,39,25.0,1,2017-03-11,16,57,5,afternoon,Haze,1.7
abdulmalik,Enter,2017-03-11 18:39:20.066086,Low level haze ,29,39,25.0,1,2017-03-11,18,39,5,evening,Haze,21.9
abdulmalik,Exit,2017-03-12 16:33:01.593348,Passing clouds ,30,28,29.0,2,2017-03-12,16,33,6,afternoon,Cloudy,2.1333333333333333
abdulmalik,Enter,2017-03-12 18:41:42.929979,Passing clouds ,30,28,29.0,2,2017-03-12,18,41,6,evening,Cloudy,0.7833333333333333
abdulmalik,Exit,2017-03-12 19:28:33.042974,Passing clouds ,30,28,29.0,2,2017-03-12,19,28,6,evening,Cloudy,1.9666666666666663
abdulmalik,Enter,2017-03-12 21:26:32.804144,Passing clouds ,30,28,29.0,2,2017-03-12,21,26,6,night,Cloudy,10.466666666666669
abdulmalik,Exit,2017-03-13 07:54:48.026053,Passing clouds ,25,7,65.0,1,2017-03-13,7,54,0,morning,Cloudy,5.95
abdulmalik,Enter,2017-03-13 13:51:27.604919,Passing clouds ,25,7,65.0,1,2017-03-13,13,51,0,afternoon,Cloudy,17.083333333333332
abdulmalik,Exit,2017-03-14 06:56:52.321786,Clear ,16,9,42.0,1,2017-03-14,6,56,1,morning,Clear,3.4166666666666665
abdulmalik,Enter,2017-03-14 10:21:27.812391,Clear ,16,9,42.0,1,2017-03-14,10,21,1,morning,Clear,20.616666666666667
abdulmalik,Exit,2017-03-15 06:58:00.447953,Sunny ,25,30,32.0,1,2017-03-15,6,58,2,morning,Clear,6.35
abdulmalik,Enter,2017-03-15 13:19:02.918831,Sunny ,25,30,32.0,1,2017-03-15,13,19,2,afternoon,Clear,18.433333333333337
abdulmalik,Exit,2017-03-16 07:45:34.060554,Passing clouds ,21,7,43.0,3,2017-03-16,7,45,3,morning,Cloudy,4.966666666666667
abdulmalik,Enter,2017-03-16 12:43:49.183967,Passing clouds ,21,7,43.0,3,2017-03-16,12,43,3,afternoon,Cloudy,3.45
abdulmalik,Exit,2017-03-16 16:10:44.696011,Passing clouds ,21,7,43.0,3,2017-03-16,16,10,3,afternoon,Cloudy,1.95
abdulmalik,Enter,2017-03-16 18:07:25.784016,Passing clouds ,21,7,43.0,3,2017-03-16,18,7,3,evening,Cloudy,3.0833333333333335
abdulmalik,Exit,2017-03-16 21:12:18.193173,Passing clouds ,21,7,43.0,3,2017-03-16,21,12,3,night,Cloudy,1.9166666666666667
abdulmalik,Enter,2017-03-16 23:07:23.565412,Passing clouds ,21,7,43.0,3,2017-03-16,23,7,3,night,Cloudy,8.166666666666666
abdulmalik,Exit,2017-03-17 07:17:54.882613,Sunny ,14,7,55.0,2,2017-03-17,7,17,4,morning,Clear,4.966666666666667
abdulmalik,Enter,2017-03-17 12:15:52.654118,Sunny ,14,7,55.0,2,2017-03-17,12,15,4,afternoon,Clear,2.05
abdulmalik,Exit,2017-03-17 14:18:25.777931,Sunny ,14,7,55.0,2,2017-03-17,14,18,4,afternoon,Clear,2.566666666666667
abdulmalik,Enter,2017-03-17 16:52:31.954580,Sunny ,14,7,55.0,2,2017-03-17,16,52,4,afternoon,Clear,22.133333333333333
abdulmalik,Exit,2017-03-18 15:00:55.697521,Partly sunny ,30,26,46.0,1,2017-03-18,15,0,5,afternoon,Clear,2.7666666666666666
abdulmalik,Enter,2017-03-18 17:46:02.818942,Partly sunny ,30,26,46.0,1,2017-03-18,17,46,5,evening,Clear,21.316666666666663
abdulmalik,Exit,2017-03-19 15:05:48.378071,Passing clouds ,22,7,69.0,1,2017-03-19,15,5,6,afternoon,Cloudy,1.1833333333333331
